Time;Prop;Hx;LPG2;CO;CH4a;H2;Alco;LPG1;NOX;CL2;O3;CO2;Tolue;H2S;Amon;Etn;Benz;Ast;But;CH4b;Target
163841;4.11;5.19;3.57;0.50;6.38;0.75;3.34;4.42;1.71;2.19;1.37;2.54;0.50;0.35;0.43;8.40;4.35;10.13;8.82;1.13;3
163842;4.13;5.18;3.49;0.46;6.21;0.77;3.40;4.48;1.71;2.06;1.45;2.77;0.53;0.36;0.43;8.30;4.43;10.13;8.64;1.04;3
163843;4.32;5.19;3.65;0.46;6.38;0.77;3.40;4.42;1.64;2.42;1.40;2.65;0.70;0.35;0.43;8.40;4.59;10.42;8.82;1.04;3
163844;4.13;5.19;3.65;0.48;6.38;0.76;3.37;4.48;1.64;2.15;1.40;2.65;0.55;0.35;0.43;8.30;4.35;10.42;8.82;1.13;3
163845;4.13;5.19;3.99;0.46;6.38;0.76;3.37;4.48;1.71;2.10;1.35;2.54;0.50;0.35;0.43;8.40;4.35;10.13;8.73;1.13;3
163846;4.01;5.18;3.57;0.45;6.21;0.75;3.37;4.42;1.77;2.06;1.37;2.54;0.53;0.36;0.43;8.40;4.43;10.27;8.64;1.13;3
163847;4.03;5.17;3.57;0.46;6.38;0.77;3.34;4.42;1.64;2.10;1.37;2.65;0.53;0.35;0.43;8.40;4.43;10.27;8.64;1.22;3
163847;4.00;5.17;3.57;0.46;6.38;0.77;3.48;4.36;1.84;2.10;1.35;2.65;0.55;0.36;0.43;8.30;4.51;10.13;8.73;1.13;3
163848;4.07;5.17;3.57;0.48;6.38;0.76;3.31;4.42;1.64;2.10;1.37;3.12;0.55;0.35;0.42;8.19;4.35;10.13;8.64;1.13;3
163849;4.01;5.18;3.49;0.46;6.04;0.78;3.34;4.42;1.77;2.15;1.48;2.65;0.53;0.35;0.42;8.40;4.43;10.27;8.55;1.13;3
163850;4.05;5.18;3.49;0.46;6.38;0.76;3.34;4.55;1.58;2.15;1.40;3.12;0.55;0.35;0.42;8.30;4.35;9.99;8.64;1.04;3
163851;4.01;5.18;3.49;0.48;6.21;0.76;3.48;4.42;1.58;2.28;1.37;2.54;0.58;0.37;0.42;8.40;4.35;10.13;8.64;1.13;3
163852;3.94;5.18;3.57;0.48;6.38;0.75;3.31;4.48;1.64;2.10;1.40;2.65;0.55;0.35;0.43;8.19;4.35;10.56;8.64;1.13;3
163853;3.94;5.17;3.57;0.58;6.21;0.77;3.31;4.42;1.71;2.10;1.37;2.54;0.53;0.37;0.42;8.30;4.59;10.42;8.73;1.13;3
163854;4.00;5.17;3.57;0.56;6.04;0.76;3.46;4.42;1.71;2.10;1.37;3.12;0.55;0.35;0.42;8.30;4.35;10.27;8.64;1.04;3
163855;4.20;5.17;3.57;0.48;6.38;0.75;3.37;4.36;1.71;2.10;1.40;2.65;0.50;0.35;0.42;8.30;4.35;10.13;8.55;1.04;3
163856;4.07;5.18;3.49;0.48;6.73;0.75;3.34;4.42;1.58;2.10;1.35;2.65;0.53;0.35;0.42;8.30;4.35;10.13;8.55;1.13;3
163857;4.00;5.17;3.65;0.48;6.21;0.78;3.31;4.75;1.58;2.10;1.35;2.65;0.55;0.35;0.43;8.40;4.43;10.13;8.55;1.22;3
163858;4.01;5.17;3.49;0.46;6.38;0.75;3.31;4.42;1.98;2.10;1.37;2.54;0.55;0.35;0.42;8.19;4.43;10.13;8.73;1.22;3
163859;3.92;5.17;3.49;0.48;6.38;0.75;3.31;4.61;1.77;2.06;1.40;2.54;0.61;0.35;0.42;8.30;4.43;10.13;8.73;1.04;3
163900;3.96;5.17;3.73;0.45;6.04;0.77;3.26;4.42;1.64;2.24;1.37;2.65;0.53;0.35;0.41;8.30;4.43;10.13;8.73;1.04;3
163901;3.98;5.16;3.57;0.45;6.21;0.77;3.34;4.36;1.71;2.19;1.37;2.65;0.53;0.35;0.42;8.30;4.35;10.13;8.64;1.13;3
163902;4.19;5.17;3.57;0.45;6.21;0.77;3.31;4.48;1.52;2.06;1.37;3.51;0.50;0.36;0.41;8.30;4.35;10.13;8.55;1.04;3
163903;4.19;5.16;3.65;0.45;6.38;0.76;3.31;4.29;1.64;2.06;1.35;3.12;0.53;0.35;0.42;8.30;4.43;10.13;8.73;1.04;3
163904;4.15;5.16;3.65;0.45;6.56;0.75;3.31;4.36;1.52;2.01;1.35;2.65;0.55;0.35;0.42;8.51;4.35;9.99;8.64;1.04;3
163905;3.96;5.16;3.49;0.58;6.21;0.77;3.31;4.42;1.64;2.10;1.37;2.65;0.53;0.35;0.42;8.19;4.35;9.99;8.73;0.96;3
163906;4.00;5.17;3.65;0.45;6.56;0.76;3.29;4.29;1.98;2.06;1.35;2.54;0.55;0.35;0.42;8.30;4.51;10.27;8.64;1.04;3
163907;3.90;5.16;3.65;0.45;6.38;0.74;3.29;4.42;1.58;2.28;1.35;3.00;0.53;0.35;0.41;8.30;4.35;10.27;8.64;1.04;3
163907;4.00;5.16;3.57;0.46;6.21;0.76;3.31;4.42;1.58;2.10;1.37;3.12;0.55;0.34;0.41;8.30;4.35;9.99;8.55;1.04;3
163908;4.00;5.15;3.57;0.50;6.04;0.76;3.26;4.36;1.64;2.06;1.51;2.65;0.55;0.36;0.42;8.19;4.35;10.56;8.64;0.96;3
163909;4.00;5.16;3.57;0.45;6.38;0.76;3.29;4.36;1.84;2.19;1.37;2.65;0.55;0.36;0.41;8.30;4.35;10.13;8.55;1.04;3
163910;4.00;5.15;3.57;0.46;6.04;0.76;3.26;4.36;1.64;2.06;1.35;3.25;0.53;0.35;0.41;8.30;4.35;10.42;8.64;0.96;3
163911;4.01;5.15;3.57;0.46;6.21;0.75;3.26;4.61;1.52;2.06;1.37;3.51;0.88;0.35;0.41;8.19;4.35;10.27;8.55;0.89;3
163912;3.96;5.15;3.57;0.45;6.21;0.76;3.29;4.29;1.58;2.10;1.35;2.65;0.53;0.35;0.41;8.19;4.35;10.13;8.64;0.96;3
163913;4.09;5.16;3.57;0.48;6.21;0.76;3.29;4.29;1.52;2.01;1.37;2.65;0.81;0.35;0.41;8.19;4.27;10.56;8.64;1.04;3
163914;3.81;5.16;3.41;0.45;6.21;0.76;3.26;4.42;1.58;2.06;1.32;2.54;0.55;0.35;0.41;8.19;4.27;10.13;8.64;1.04;3
163915;3.83;5.15;3.41;0.43;6.21;0.75;3.31;4.42;1.52;2.06;1.37;2.44;0.55;0.35;0.41;8.30;4.35;10.13;8.55;0.96;3
163916;3.81;5.16;3.57;0.46;6.21;0.74;3.31;4.42;2.34;2.06;1.32;3.25;0.53;0.34;0.41;8.30;4.27;10.13;8.64;1.04;3
163917;3.85;5.15;3.65;0.45;6.21;0.76;3.26;4.36;1.52;2.06;1.35;2.54;0.55;0.34;0.41;8.30;4.43;9.99;8.64;0.89;3
163918;3.81;5.15;3.57;0.50;6.04;0.73;3.31;4.36;1.71;2.10;1.32;2.54;0.55;0.34;0.41;8.30;4.27;10.13;8.55;0.96;3
163919;3.96;5.15;3.41;0.45;6.21;0.74;3.23;4.29;1.98;2.01;1.37;2.65;0.55;0.35;0.41;8.19;4.35;10.13;8.64;0.96;3
163920;3.87;5.15;3.82;0.43;6.04;0.74;3.29;4.42;1.58;2.10;1.32;2.54;0.55;0.35;0.41;8.61;4.35;10.13;8.64;1.04;3
163921;4.05;5.14;3.49;0.45;6.04;0.76;3.29;4.29;1.58;2.01;1.35;2.77;0.55;0.35;0.41;8.40;4.35;10.42;8.55;0.96;3
163922;3.90;5.15;3.57;0.43;6.04;0.74;3.23;4.42;1.52;2.06;1.35;2.44;0.55;0.34;0.40;8.19;4.35;10.13;8.55;0.96;3
163923;3.88;5.14;3.73;0.50;6.04;0.78;3.23;4.36;1.77;2.24;1.40;2.44;0.88;0.34;0.41;8.30;4.35;10.13;8.73;1.04;3
163924;3.94;5.15;3.49;0.50;6.21;0.77;3.26;4.36;1.58;2.01;1.35;2.65;0.55;0.35;0.41;8.30;4.35;9.99;8.55;0.89;3
163925;3.90;5.15;3.49;0.54;6.04;0.74;3.23;4.29;1.52;2.06;1.37;2.54;0.55;0.34;0.41;8.09;4.35;10.42;8.64;0.96;3
163925;3.92;5.15;3.41;0.41;6.04;0.74;3.23;4.29;1.52;2.24;1.35;3.12;0.84;0.34;0.41;8.40;4.35;10.13;8.64;0.96;3
163926;4.01;5.14;3.57;0.46;6.21;0.76;3.23;4.42;1.58;2.33;1.35;2.65;0.53;0.35;0.41;8.19;4.35;10.13;8.73;0.96;3
163927;3.92;5.14;3.57;0.45;6.04;0.74;3.26;4.48;1.52;2.06;1.35;2.65;0.55;0.34;0.41;8.30;4.35;9.99;8.64;0.96;3
163928;3.92;5.14;3.57;0.43;6.04;0.75;3.40;4.29;1.77;2.24;1.45;3.25;0.53;0.35;0.41;8.30;4.27;10.13;8.55;0.96;3
163929;4.17;5.14;3.49;0.52;6.21;0.75;3.23;4.36;1.52;2.06;1.37;2.65;0.64;0.34;0.41;8.19;4.51;10.13;8.73;0.89;3
163930;3.98;5.14;3.57;0.45;6.04;0.74;3.26;4.29;1.58;2.06;1.48;2.65;0.55;0.34;0.40;8.19;4.27;10.13;8.55;0.89;3
163931;3.96;5.15;3.73;0.48;6.21;0.74;3.23;4.23;1.64;2.06;1.32;2.54;0.55;0.34;0.41;8.30;4.35;10.27;8.64;1.04;3
163932;3.85;5.15;3.57;0.45;6.04;0.74;3.40;4.29;1.58;2.10;1.35;2.65;0.55;0.34;0.42;8.40;4.35;9.99;8.55;0.89;3
163933;3.92;5.14;3.57;0.43;6.04;0.75;3.26;4.36;1.46;2.06;1.35;2.65;0.58;0.34;0.41;8.19;4.35;9.99;8.73;0.96;3
163934;3.88;5.14;3.73;0.45;6.04;0.75;3.23;4.48;1.91;2.01;1.35;3.12;0.53;0.34;0.41;8.30;4.35;9.99;8.55;0.96;3
163935;3.87;5.14;3.57;0.43;6.38;0.74;3.23;4.29;1.58;2.06;1.35;2.65;0.55;0.35;0.41;8.30;4.27;9.99;8.73;0.89;3
163936;3.88;5.14;3.57;0.43;5.88;0.75;3.26;4.29;1.46;2.01;1.32;2.65;0.55;0.34;0.40;8.30;4.27;10.27;8.64;0.96;3
163937;3.92;5.14;3.49;0.43;5.88;0.78;3.26;4.29;1.52;2.01;1.45;2.65;0.55;0.35;0.41;8.09;4.59;10.13;8.55;0.96;3
163938;3.96;5.14;3.41;0.41;6.04;0.74;3.23;4.29;1.58;2.10;1.32;2.77;0.53;0.34;0.40;8.30;4.35;10.13;8.64;0.96;3
163939;4.00;5.14;3.57;0.43;6.04;0.74;3.20;4.29;1.58;2.06;1.35;2.65;0.53;0.34;0.41;8.19;4.35;10.27;8.55;0.89;3
163940;4.00;5.13;3.57;0.45;6.21;0.74;3.23;4.29;1.91;2.01;1.32;2.54;0.67;0.34;0.40;8.09;4.19;10.13;8.73;0.89;3
163941;3.87;5.13;3.65;0.43;5.88;0.76;3.20;4.42;1.52;2.01;1.32;2.54;0.53;0.35;0.40;8.19;4.35;10.27;8.64;0.89;3
163942;3.96;5.14;3.65;0.45;6.21;0.75;3.23;4.42;1.52;2.01;1.32;2.44;0.55;0.34;0.40;8.09;4.27;9.99;8.55;0.96;3
163943;3.92;5.13;3.49;0.43;6.04;0.76;3.31;4.23;1.52;2.01;1.48;2.65;0.58;0.34;0.40;7.99;4.27;10.13;8.55;0.89;3
163944;3.92;5.13;3.57;0.41;5.88;0.76;3.20;4.36;1.84;2.01;1.32;3.25;0.55;0.35;0.41;8.19;4.35;10.13;8.64;0.89;3
163945;3.92;5.13;3.65;0.45;6.21;0.76;3.18;4.29;1.52;2.10;1.35;2.65;0.67;0.35;0.40;8.19;4.27;10.27;8.64;1.04;3
163945;3.87;5.13;3.82;0.45;6.21;0.76;3.23;4.29;1.52;2.06;1.32;2.65;0.96;0.34;0.40;8.30;4.35;10.56;8.64;0.89;3
163946;3.90;5.13;3.49;0.43;5.88;0.73;3.20;4.36;1.52;1.97;1.32;4.07;0.53;0.35;0.40;8.09;4.35;9.99;8.55;0.89;3
163947;3.87;5.13;3.57;0.41;5.88;0.76;3.20;4.36;1.71;2.01;1.32;2.65;0.55;0.34;0.40;8.19;4.27;10.13;8.64;0.89;3
163948;3.94;5.13;4.17;0.43;6.04;0.76;3.23;4.29;1.52;2.06;1.32;2.65;0.55;0.34;0.40;8.09;4.35;10.13;8.55;0.89;3
163949;3.90;5.13;3.57;0.43;6.04;0.74;3.31;4.29;1.52;2.01;1.32;3.12;0.53;0.34;0.40;8.09;4.27;9.99;8.55;0.89;3
163950;4.11;5.13;3.65;0.43;5.88;0.76;3.23;4.36;1.91;2.01;1.32;2.54;0.55;0.34;0.40;8.30;4.43;10.13;8.55;0.89;3
163951;3.92;5.12;3.49;0.41;6.38;0.74;3.20;4.36;1.46;1.97;1.29;3.25;0.88;0.36;0.40;8.30;4.27;10.27;8.55;0.96;3
163952;4.15;5.13;3.49;0.45;6.04;0.74;3.29;4.42;1.71;2.01;1.32;2.65;0.84;0.34;0.40;8.40;4.35;10.13;8.55;0.96;3
163953;4.13;5.13;3.57;0.43;6.04;0.75;3.18;4.55;1.77;2.01;1.35;2.65;0.55;0.34;0.40;8.19;4.27;10.13;8.55;0.89;3
163954;3.85;5.13;3.82;0.41;6.04;0.76;3.18;4.36;1.52;1.97;1.32;2.54;0.58;0.34;0.41;8.19;4.35;9.99;8.55;0.89;3
163955;4.20;5.13;3.90;0.45;6.04;0.73;3.20;4.29;1.58;2.06;1.29;2.65;0.55;0.34;0.40;7.99;4.19;9.99;8.55;0.89;3
163956;3.96;5.12;3.57;0.43;6.04;0.75;3.23;4.36;1.52;2.01;1.32;2.54;0.64;0.34;0.40;8.40;4.35;10.13;8.55;0.89;3
163957;4.00;5.12;3.49;0.45;6.04;0.74;3.15;4.29;1.52;2.24;1.32;3.65;0.58;0.34;0.40;8.19;4.19;10.13;8.64;0.82;3
163958;3.88;5.12;3.57;0.41;6.04;0.73;3.31;4.48;1.46;2.01;1.29;2.65;0.55;0.34;0.40;8.09;4.27;10.13;8.55;0.89;3
163959;4.05;5.11;3.49;0.41;6.04;0.76;3.18;4.23;1.52;1.93;1.29;2.65;0.53;0.34;0.40;8.09;4.27;10.13;8.64;0.82;3
164000;4.11;5.12;3.57;0.41;6.73;0.73;3.15;4.29;1.52;2.24;1.32;2.54;0.55;0.34;0.40;8.09;4.43;10.13;8.55;0.89;3
164001;3.96;5.11;3.57;0.40;6.04;0.77;3.15;4.36;1.52;2.01;1.35;2.54;0.55;0.34;0.40;8.61;4.43;9.99;8.64;0.89;3
164002;3.90;5.11;3.65;0.43;5.88;0.74;3.18;4.29;1.52;1.97;1.32;2.54;0.53;0.34;0.40;7.99;4.35;10.13;8.55;0.82;3
164003;3.90;5.11;3.49;0.41;5.88;0.74;3.26;4.29;1.52;2.01;1.32;2.65;0.55;0.35;0.40;8.09;4.27;9.99;8.64;0.89;3
164004;3.85;5.11;3.57;0.41;6.04;0.71;3.18;4.36;1.40;2.01;1.29;2.65;0.55;0.34;0.41;8.19;4.27;9.99;8.64;0.89;3
164004;3.85;5.11;3.65;0.43;6.04;0.74;3.15;4.29;1.52;1.97;1.32;3.51;0.53;0.34;0.40;8.09;4.35;10.56;8.64;0.89;3
164005;3.87;5.11;3.65;0.45;6.04;0.75;3.15;4.29;1.46;2.24;1.32;3.93;0.64;0.34;0.40;7.99;4.35;10.13;8.64;0.96;3
164006;3.90;5.11;3.57;0.41;6.04;0.71;3.12;4.23;1.46;2.19;1.29;3.25;0.55;0.34;0.40;8.30;4.27;9.99;8.55;0.89;3
164007;3.90;5.11;3.73;0.41;6.04;0.73;3.15;4.42;1.58;1.97;1.32;2.65;0.58;0.34;0.40;8.09;4.35;9.99;8.55;0.82;3
164008;3.88;5.11;3.57;0.43;5.88;0.71;3.18;4.36;1.46;2.01;1.29;2.65;0.50;0.34;0.40;8.09;4.35;9.99;8.55;0.96;3
164009;3.98;5.11;3.99;0.45;6.56;0.74;3.15;4.23;1.52;2.01;1.32;2.88;0.55;0.34;0.40;8.09;4.27;10.13;8.64;0.89;3
164010;3.85;5.10;3.49;0.41;6.04;0.75;3.23;4.29;1.52;1.97;1.45;2.54;0.58;0.34;0.40;7.99;4.27;9.99;8.64;0.89;3
164011;3.85;5.11;3.65;0.46;5.88;0.73;3.15;4.36;1.52;2.01;1.29;2.88;0.55;0.34;0.40;8.09;4.19;9.99;8.55;0.89;3
164012;3.85;5.11;3.57;0.46;5.72;0.73;3.29;4.29;1.52;2.01;1.32;2.54;0.55;0.34;0.40;8.09;4.59;10.13;8.55;0.89;3
164013;4.07;5.10;3.65;0.43;6.38;0.73;3.18;4.36;1.46;1.97;1.32;2.88;0.53;0.34;0.40;8.09;4.27;9.85;8.55;0.82;3
164014;3.81;5.10;3.57;0.41;6.04;0.75;3.15;4.29;1.52;1.93;1.27;2.65;0.53;0.34;0.40;8.19;4.43;10.13;8.55;0.89;3
164015;3.92;5.11;3.57;0.52;6.04;0.75;3.12;4.29;1.46;1.93;1.29;2.65;0.53;0.34;0.40;8.09;4.35;10.27;8.64;0.82;3
164016;3.98;5.10;3.57;0.41;5.88;0.74;3.15;4.29;1.40;2.01;1.40;2.88;0.55;0.34;0.40;8.09;4.27;10.13;8.47;0.89;3
164017;3.87;5.11;3.49;0.46;5.88;0.71;3.12;4.29;1.84;1.97;1.29;2.65;0.55;0.34;0.40;7.99;4.27;10.27;8.64;0.89;3
164018;3.83;5.10;3.57;0.41;5.88;0.73;3.15;4.29;1.52;2.01;1.29;2.65;0.55;0.33;0.40;8.09;4.59;9.99;8.55;0.82;3
164019;3.85;5.11;3.49;0.43;6.04;0.71;3.12;4.29;1.64;1.93;1.29;2.65;0.55;0.34;0.40;8.19;4.35;9.85;8.55;0.82;3
